Entry	merged_ids
O15516	[' 32061680', ' 12381662', ' 19946213', ' 19347611', ' 11441146', ' 18974966', ' 16628007', ' 29196536', ' 16125818', ' 20174623', ' 32737416', ' 20551151', ' 23229515', ' 12555668', ' 21734043', ' 21463335', ' 25070164', ' 25309987', ' 11441147', ' 20886252', ' 23496259', ' 34371977', ' 7835883', ' 17221848', ' 19296127', ' 10807566', ' 30943427', ' 16528748', ' 23871470', ' 30728411', ' 15312651', ' 19470168', ' 31888385', ' 19693801', ' 29673458', ' 18071340', ' 15699353', ' 18316400', ' 17116390', ' 12898572', ' 34807912', ' 21960634', ' 26923944', ' 20081528', ' 21123577', ' 33114015', ' 19913121', ' 22537959', ' 28780642', ' 31527239', ' 23912676', ' 22232930', ' 26204460', ' 27614897', ' 26370682', ' 12841365', ' 26134245', ' 11779462', ' 17417633', ' 23242607', ' 16777965', ' 32573093', ' 20370469', ' 23221812', ' 10733528', ' 28645331', ' 16024980', ' 21898035', ' 22193177', ' 25527757', ' 19328558', ' 31252075', ' 2539258', ' 24328727', ' 32785234', ' 29658882', ' 27335043', ' 20072116', ' 18541547', ' 19710929', ' 12483227', ' 20711500', ' 16857194', ' 28985504', ' 26181468', ' 17701674', ' 8618898', ' 26850841', ' 19150926', ' 14750904', ' 14702039', ' 9427249', ' 24068320', ' 19874574', ' 20653450', ' 17994337', ' 17428266', ' 27373683', ' 21628555', ' 19605937', ' 32575803', ' 18419323', ' 28290876', ' 16474407', ' 22080789', ' 22578325', ' 23576606', ' 18228528', ' 28498393', ' 19414601', ' 22709985', ' 21714069', ' 24789043', ' 18317514', ' 19967263', ' 29768442', ' 9616112', ' 21479263', ' 28466652', ' 11018023', ' 34112033', ' 30530698', ' 20961464', ' 12782655', ' 8622974', ' 30843665', ' 32325849', ' 9619629', ' 9779516', ' 9801304', ' 24919398', ' 26374515', ' 17848551', ' 25775462', ' 20978934', ' 15147242', ' 20600471', ' 18786386', ' 11875063', ' 20554694', ' 20368993', ' 24905098', ' 16980631', ' 15591021', ' 18430226', ' 15905809', ' 23003921', ' 15500444', ' 34674804', ' 26739996', ' 30003419', ' 20364331', ' 16987893', ' 18957941', ' 27996307', '10428031', ' 18587630', ' 12738229', ' 9428527', ' 12130638', ' 23916625', ' 9576906', ' 17106427', ' 23792158', ' 23303907', ' 30695550', ' 34142702', ' 21980503', ' 21050724', ' 15665827', ' 18458078', ' 26247999', ' 27492458', ' 8921389', ' 31919052', ' 15578592', ' 20396431', ' 25625359', ' 17516548', ' 21773969', ' 31403491', ' 30569826', ' 23768840', ' 12897057', ' 24332565', ' 22367544', ' 26164627', ' 24818524', ' 22003994', ' 30287810', ' 15572273', ' 26453284', ' 16474406', ' 7926749', ' 25976934', ' 17469042', ' 23781009', ' 20876123', ' 29318394', ' 17364575', ' 24824748', ' 15475734', ' 17264841', ' 23183326', ' 33808431', ' 11162494', ' 17551301', ' 2991279', ' 12406875', ' 23160374', ' 28384165', ' 19839995', ' 24510388', ' 28903391', ' 7981125', ' 31612734', ' 33450259', ' 29860109', ' 24821610', ' 19286518', ' 23131019', ' 15952199', ' 26390085', ' 21364973', ' 23584858', ' 33106415', ' 11241162', ' 19934327', ' 18815372', ' 18379422', ' 14507900', ' 18314271', ' 26299356', ' 29064730', ' 15489334', ' 24275569', ' 28514207', ' 31368374', ' 9323128', ' 12865428', ' 29316898', ' 24005054', ' 19330005', ' 20065968', ' 23785138', ' 25936801', ' 10857746', ' 31099187', ' 15917222', ' 28058089', ' 20628086', ' 23527142', ' 26496610', ' 21164265', ' 20861012', ' 17239050', ' 23033538', ' 19714310', ' 32737280', ' 15331141', ' 30696097', ' 16232160', ' 22905804', ' 20704703', ' 10521578', ' 14645221', ' 20124474', ' 14672706', ' 24597447', ' 26690565', ' 14582141', ' 24037774', ' 19888304', ' 28899534', ' 17115977', ' 22823872', ' 20149345', ' 23546644', ' 19224106', ' 21659603', ' 9205841', ' 23970287', ' 29271044', ' 17948273', ' 19846548', ' 16678094', ' 22806005', ' 19505873', ' 29621412', ' 29324865', ' 31400146', ' 18283403', ' 18411297', ' 23357097', ' 24235147', ' 12464098', ' 29943823', ' 10531061', ' 27339606', ' 24892753', ' 20180986', ' 22284746', ' 9989497', ' 11927173', '10198158', ' 16507766', ' 9333243', ' 23395176', ' 17696255', ' 22999556', ' 28853078', ' 21613214', ' 20560707', ' 12150932', ' 29180440']
O60519	[' 20711500', ' 23077088', ' 15489334', '18617639', ' 18063805', '9693048', ' 19054851', ' 16541075']
Q9BYX4	[' 19961590', ' 16585540', ' 28414768', ' 30304915', ' 17267501', ' 11717445', ' 19881509', ' 25794939', ' 27813554', ' 16782388', ' 33514628', ' 23441136', ' 28000722', ' 19615405', ' 25850761', ' 20434986', ' 22461656', ' 19846522', ' 18026693', ' 17526488', ' 26833990', ' 19016379', ' 16797201', ' 19164550', ' 21742966', ' 23650567', ' 28560754', ' 24800889', ' 28716935', ' 30193849', ' 23453971', ' 16699517', ' 28090671', ' 25515714', ' 18307765', ' 19479062', ' 29930297', ' 28553952', ' 21245900', ' 23090998', ' 21342182', ' 19913121', ' 21156324', ' 24117221', ' 21705624', ' 9689078', ' 32737579', ' 12884866', ' 23535865', ' 29429386', ' 29899107', ' 25903820', ' 31440940', ' 26284909', ' 21289206', ' 12133833', ' 11002417', ' 20739519', ' 21052763', ' 28501801', ' 19324880', ' 23390309', ' 30219631', ' 16127453', ' 19797678', ' 31539314', ' 30451863', ' 22185736', ' 33299896', ' 24719229', ' 28250012', ' 20595247', ' 30286211', ' 18684960', ' 21844166', ' 28768856', ' 16177806', ' 16281057', ' 25463548', ' 28929635', ' 22623778', ' 20467774', ' 27655134', ' 19188362', ' 30761886', ' 14702039', ' 21884169', ' 20668468', ' 19620789', ' 26385483', ' 22810585', ' 22886382', ' 33373584', ' 34726731', ' 29997212', ' 19656871', ' 30130154', ' 17991829', ' 18984593', ' 18591409', ' 22797917', ' 21113677', ' 15361868', ' 19154402', ' 19264985', ' 14645903', ' 31772029', ' 21217758', ' 16153868', ' 24722368', ' 14676839', ' 17327220', ' 20953190', ' 20228808', ' 20644636', ' 19073967', ' 9008162', ' 32829203', ' 23684765', ' 33519803', ' 24701034', ' 22046141', ' 22053898', ' 14703513', ' 19565506', '10421793', ' 21224721', ' 25579795', ' 21123378', ' 34882124', ' 20719949', ' 12221085', ' 15563593', ' 20844740', ' 20647273', ' 23108955', ' 25865883', ' 19890046', ' 19838195', ' 22192091', ' 29380533', ' 34211037', ' 18071670', ' 22160685', ' 29229575', ' 28483922', ' 24741583', ' 24390337', ' 26208481', ' 17190786', ' 18761323', ' 20694011', ' 26893477', ' 20068231', ' 26215161', ' 24960033', ' 16306936', ' 25130193', ' 22705106', ' 26564103', ' 16618810', ' 29462185', ' 22152027', ' 21903422', ' 30449789', ' 22301138', ' 19450885', ' 10581243', ' 24886842', ' 21791617', ' 24550253', ' 34101213', ' 16125763', ' 21187438', ' 28983955', ' 31866997', ' 25878102', ' 12107169', ' 19380577', ' 20127681', ' 30449722', ' 30633820', ' 17541283', ' 33983939', ' 29186193', ' 20368735', ' 21269460', ' 19841890', ' 16846591', ' 23152520', ' 25288302', ' 34189822', ' 25042601', ' 17535987', ' 29117565', ' 28319323', ' 12692549', ' 22864531', ' 32202700', ' 34249006', ' 22789000', ' 16914100', ' 25127512', ' 23144876', ' 34185153', ' 33440148', ' 33740622', ' 22732950', ' 28974542', ' 29753657', ' 32057771', ' 19668221', ' 16858409', ' 19211564', ' 33372174', ' 17460044', ' 17600090', ' 24621100', ' 31733941', ' 32311159', ' 23926323', ' 12015121', ' 20015976', ' 23499489', ' 26351918', ' 31898846', ' 20033399', ' 33727702', ' 28234905', ' 18285833', ' 19539001', ' 19403670', ' 26485346', ' 25151986', ' 15489334', ' 24275569', ' 21911578', ' 26646717', ' 21496705', ' 27312109', ' 25331610', ' 21245912', ' 23273991', ' 16116171', ' 23390110', ' 28424289', ' 21270278', ' 20628086', ' 29395326', ' 19531363', ' 26496610', ' 22915805', ' 25620204', ' 19430480', ' 23734776', ' 29698627', ' 17554260', ' 34795277', ' 30742689', ' 28940253', ' 24522921', ' 32471869', ' 16963558', ' 19742420', ' 25891073', ' 19893624', ' 23711367', ' 16575407', ' 26782418', ' 28760879', ' 28594402', ' 22110759', ' 19156166', ' 27130701', ' 32571931', ' 20950133', ' 33387195', ' 20736039', ' 9463386', ' 19951419', ' 24829334', ' 30177393', ' 23436757', ' 21071089', ' 27643693', '11805321', ' 24402011', ' 32603639', ' 34772806', ' 22590509', ' 32360518', ' 18927125', ' 21616437', ' 20116863', ' 30312637', ' 33140045', ' 23671710', ' 28659477', ' 19666475', ' 33323678', ' 17709747', ' 24386202', ' 22619329', ' 23246693', ' 24686847', ' 24039580', ' 28475458', ' 17442111', ' 28606988', ' 22892369', ' 31427910', ' 24995871', ' 20538742']
Q92985	[' 19153231', ' 15767370', ' 15489334', ' 21903422', ' 20696886', ' 15047845', ' 9143706', ' 28367002', ' 17404045', ' 15492225', ' 11943871', ' 9786932', ' 20049431', ' 15251447', ' 9566918', ' 21167755', ' 12029096', ' 9822609', ' 18710948', ' 9096384', ' 22787218', ' 16979567', ' 23175366', ' 8483949', ' 12604599', ' 17526488', ' 14555995', ' 17157040', ' 6162102', ' 14517278', ' 21743479', ' 16846591', ' 11073981', ' 30485383', ' 20467438', ' 25814066', ' 20581830', ' 15361868', ' 1730654', ' 19017798', ' 6548414', ' 11337497', ' 14769151', ' 23121362', ' 12692549', ' 16153868', ' 12374802', ' 21490621', ' 19479062', ' 25907537', ' 11404376', ' 16914100', ' 9463386', '10893229', ' 9660935', ' 18987133', ' 19557165', ' 32972995', ' 21940674', ' 11124948', ' 11314014', ' 17574024', ' 19176627', ' 26608321', ' 20627800', ' 20043992', ' 16009940', ' 21988832', ' 14703513', ' 7530745', ' 8530158', ' 28768858', ' 1508672', ' 14739303', ' 28768861', ' 17599067', ' 19549727', ' 14968112', ' 15210742', ' 11846980', ' 18922877', ' 17301153', ' 15367631', '9315633', ' 9861020', ' 29427864', ' 14759258', ' 2211721', ' 18362138', ' 11092454', ' 8176225']
P50222	[' 33326746', ' 7713505', '7607679', ' 12690205', ' 15489334', ' 12842453', ' 12853948', ' 17957028', ' 29030958', ' 16713569', ' 16116430', ' 22206000', ' 33627047', ' 20064372', ' 33218046', ' 34691030', ' 17074759', ' 14702039', ' 29940775', ' 27966787', ' 19340300', ' 20516212', ' 22644917', ' 30659268', ' 16189514', ' 19760604', ' 34516311', ' 19383287', ' 25460568', ' 26428460', ' 19266028', ' 25561514', ' 20421348', ' 26041434', ' 16335786', '11423130', ' 20379614']
Q13620	[' 30898011', ' 23357576', ' 26028330', ' 17497243', ' 23238014', ' 19279666', ' 15489334', ' 19818632', ' 24275569', ' 24452595', ' 20876134', ' 21863050', ' 14742321', ' 8692841', ' 18826954', ' 20005570', ' 17981804', ' 20855601', ' 20064923', ' 27899484', ' 34002487', ' 17643379', ' 9875289', ' 23535663', ' 11141066', ' 19413330', ' 20711500', ' 9734811', ' 20227374', ' 21778237', ' 22939624', ' 28225217', ' 12504026', ' 23751493', ' 30612524', ' 14702039', ' 25355947', ' 19109893', ' 21816345', ' 22118460', ' 12168954', ' 24402227', ' 12732143', ' 25531226', ' 18342608', ' 18235224', ' 12226657', ' 17000769', ' 17466626', ' 21406692', ' 31729179', ' 19056823', ' 26617747', ' 15220921', ' 19941824', ' 19295130', ' 26021757', ' 32466489', ' 17882165', ' 21352845', ' 26496610', ' 31407591', ' 24898194', ' 12944386', ' 18093314', ' 18593899', ' 25349211', ' 33227394', ' 8681378', ' 19617556', ' 20129063', ' 23453757', ' 23606334', ' 23649548', ' 33638154', ' 28816568', ' 18926707', ' 17041588', ' 31111526', ' 21070792', ' 19615732', ' 24768535', ' 15811629', ' 23563313', ' 30609075', ' 23319653', ' 21135142', ' 16030353', ' 18775313', ' 34153655', ' 9716411', ' 25430888', ' 22902626', ' 21269460', ' 19940136', ' 25542213', ' 22081108', ' 12080057', ' 7700386', ' 9130708', ' 29106389', ' 10526214', ' 18850735', ' 31448526', ' 11904382', '10391953', ' 18805092', ' 29779948', ' 17974005', ' 17273978', ' 18614043', ' 20951943', ' 21388382', ' 12208738', ' 16678110', ' 22466612', ' 9326587', ' 16949367', ' 16491090', ' 21463634', ' 16943200', ' 19713942', ' 19661379', ' 15882621', ' 22466610', ' 23583660', ' 25435140', ' 31329620', ' 20932471', ' 26344709', ' 12504025', ' 16407252', ' 10734143', ' 19690332', ' 21282463', ' 20360068', ' 27974468', ' 19250909', ' 30229816', ' 21795677', ' 26042670', ' 15799966', ' 26906416', ' 26151477', ' 11007478', ' 10597293', ' 11278856', ' 23973375', ' 23186163', ' 25970626', '14578910', ' 23201271', ' 23535662', ' 33854232', ' 11511374', ' 24811749', ' 23906714', ' 33506897', ' 23479742', ' 16246722', ' 22466611', ' 15590680', ' 16751180', ' 18079701', ' 9771713', ' 30483755', ' 34026424', ' 17392787', ' 19609301', ' 25314029', ' 15537541', ' 32622365', ' 15772651', ' 23000965', ' 10944529', ' 18669648', ' 19748355', ' 22814378', ' 8876179', ' 9699634', ' 20002452', ' 33854239', ' 18206966', ' 26711351', ' 23038248', ' 20541997', ' 24719410', ' 20368362', ' 34011786', ' 32275162', ' 16473935', ' 12660172', ' 34338146', ' 8078911', ' 22992378', ' 18274552', ' 32587774', ' 30166453', ' 17183367', ' 19377476', ' 30945295', ' 15916957', ' 17236139', ' 25464270', ' 14517266', ' 15688063', ' 17720710', ' 16322693', ' 34119472', ' 17466625', ' 11961546', ' 23352696', ' 19056892', ' 16223728', ' 23348097', ' 24127601', ' 16916636', ' 28886238', ' 18851830', ' 23045548', ' 25189186', ' 25154395', ' 12609982', ' 22959436', ' 33022894', ' 26460955', ' 27656838', ' 17948053', ' 16401342', ' 26638075', ' 25385192', ' 20068231', ' 28164432', ' 19801544', ' 25036637', ' 10230407']
P80723	[' 28492543', ' 24166496', ' 18949357', ' 15489334', ' 24275569', ' 22304920', ' 21119010', ' 33247706', ' 27278019', ' 34266955', ' 25114211', ' 33042262', ' 24255178', ' 19413330', ' 29674693', ' 21269460', ' 23186163', ' 31871319', ' 18850735', ' 14702039', ' 17081983', ' 25944712', ' 24350992', ' 21269271', '14701728', ' 9310187', ' 14743216', ' 19956849', ' 21406692', ' 25255805', ' 18268500', ' 30982764', ' 20233848', ' 22810585', ' 25668492', ' 27270539', ' 28212542', ' 31944520', ' 26496610', ' 23275563', '9749536', ' 28112733', ' 17500595', ' 25919928', ' 18669648', ' 20068231', ' 19376485', ' 22939983']
Q8WYN3	[' 15815621', ' 19401682', ' 20468071', '19389623', '14702039', ' 16959974']
Q12830	[' 30419422', ' 27026195', ' 15489334', ' 33664855', ' 21596426', ' 16728976', ' 15379550', ' 16728978', ' 22464331', ' 19690332', ' 15310751', ' 9225734', ' 26418899', ' 19413330', ' 25716692', ' 30542695', ' 32985220', ' 19608861', ' 7621746', ' 28025329', ' 10575013', ' 24129315', ' 17525332', ' 21269460', ' 25609649', ' 23186163', ' 10403843', ' 30481052', ' 20953165', ' 27185926', ' 17081983', ' 10727212', ' 20300178', ' 21900206', ' 25772364', ' 26899553', ' 16625196', ' 25755297', ' 21282530', '16137655', ' 18042461', ' 21406692', ' 25362514', ' 22645123', ' 28942966', ' 29763634', ' 17884155', ' 30706071', ' 30922402', ' 14609955', ' 19190132', ' 28112733', ' 18669648', ' 20068231', ' 28801535', ' 25218447', ' 32588860', ' 21150319', '10662542', ' 33548625']
Q99607	['8895518', ' 15489334', ' 14970218', ' 23393136', ' 25081543', ' 33423322', ' 16581786', ' 19690332', ' 34658346', '12151102', ' 23217424', ' 25482012', ' 20711500', ' 33836003', ' 10207087', ' 27040637', ' 23186163', ' 31624087', ' 9524226', ' 15907486', ' 14976184', ' 30890658', ' 19380490', ' 21988832', ' 21465527', ' 21350194', ' 31060678', ' 15013761', ' 34326534', ' 15772651', ' 18669648', ' 20068231', ' 32170761', ' 14625302', ' 16303180']
Q8WW38	[' 21947317', ' 24769157', ' 17309641', '11207191', ' 15489334', ' 32633364', ' 33340546', ' 9815658', ' 9927674', ' 11278460', ' 21385577', ' 16713569', ' 12606418', ' 15705784', ' 20705609', ' 23226341', ' 24702427', ' 31962012', ' 26959486', ' 23186163', ' 28373160', '10438528', ' 20807224', ' 24743694', ' 24469719', ' 24549039', ' 21988832', ' 23029311', ' 23102581', ' 24179092', ' 21919901', ' 26207917', ' 15643620', ' 29018978', ' 18658259', ' 16103912', ' 28112733', ' 12223418', ' 20005803', ' 18445271', ' 17568391', ' 31919993', ' 14517948', ' 20379614', ' 25025186', ' 9230307']
Q9Y618	[' 10858438', ' 12139968', ' 14980219', ' 23690919', ' 24275569', ' 21310195', ' 17043677', ' 11865025', '8813722', ' 21143702', ' 14715875', ' 19710929', ' 11929748', ' 19851296', ' 19289416', ' 20711500', ' 19413330', ' 25821969', ' 23562850', ' 19608861', ' 19955185', ' 30341416', ' 30360396', ' 10425206', ' 18052923', ' 24129315', ' 27501258', ' 16407282', ' 26055705', ' 26120082', ' 11013263', ' 17591695', ' 18546531', ' 23752268', ' 21282530', ' 23911289', ' 19032343', ' 25675114', ' 18362166', ' 19223455', ' 23372760', ' 21406692', ' 11331609', ' 18374649', ' 29764865', ' 23055525', ' 17510063', ' 7838715', ' 22185585', ' 10529898', ' 11533236', ' 16503871', ' 23221346', ' 10097068', ' 28112733', ' 30321390', ' 11330046', ' 11929749', ' 16712523', ' 10549282', ' 11451368', ' 20956942', ' 15896744', ' 10395741', ' 11027271', ' 12077340', ' 11139380', ' 22695118', ' 7566127', ' 16147992', ' 16990259', ' 18220336', ' 9065481', ' 9225980', ' 22888005', ' 10077563', ' 19183483', ' 15635693', ' 18487509', ' 16476485', ' 10485843', ' 9694793', ' 29420220', ' 21269460', ' 21613212', ' 21083371', ' 11389444', ' 11259580', ' 16541075', ' 30478402', ' 28396297', ' 17081983', ' 29262348', ' 26161557', ' 19481530', ' 17306620', ' 17000644', ' 10235266', ' 19098224', ' 20555024', ' 18288277', ' 28493531', ' 23015261', ' 30680848', ' 11112321', ' 15454082', ' 10558993', ' 22230954', ' 23770565', ' 10713164', ' 30776227', ' 33109580', ' 33326746', ' 23770587', ' 8001151', ' 11226238', ' 17991421', ' 12554770', ' 22576662', ' 16530045', ' 12374742', ' 19786558', ' 18660489', ' 17347654', ' 15837933', ' 10535941', ' 19690332', ' 11931768', ' 22944139', ' 16121196', ' 18292238', ' 9171241', ' 24268649', ' 23518351', ' 25609649', ' 27071062', '10075656', ' 19682613', ' 23186163', ' 26836265', ' 18039840', ' 29470550', ' 7588063', ' 20198315', ' 19904269', ' 25204619', ' 8325954', ' 23861398', ' 12771131', ' 19858209', ' 9242684', ' 15802375', ' 21258344', ' 14985122', ' 16373395', ' 26572645', ' 32075969', ' 12388540', ' 15843525', ' 17383980', ' 20003447', ' 16453284', ' 18669648', ' 30157580', ' 11739383', ' 14690607', ' 21150319', ' 20194623', ' 23225884', ' 16480812', ' 15319284', ' 11845213', ' 19172745', ' 32940102', ' 26778753', ' 15691842', ' 11972046', ' 19432593', ' 10944117', ' 14636573', ' 21475249', ' 8706692', ' 8970730', ' 20392877', ' 15713534', ' 21240272', ' 11509652', ' 20812024', ' 16871576', ' 17560331', ' 25953768', ' 21624135', ' 20543827', ' 18852122', ' 19934400', ' 19417136', ' 16751179', ' 12037571', ' 15300237', ' 12840002', ' 18632669', ' 10531062', ' 20467437', ' 15175151', ' 19595997', ' 15494311', ' 24971610', ' 22292036', ' 17011499', ' 22337871', ' 23117886', ' 22541735', ' 18838553', ' 18950845', ' 31208445', ' 20195357', ' 25303530', ' 18212045', ' 20965228', ' 21131350', ' 17007889', ' 20068231', ' 19282365', ' 10809664', ' 19730683', ' 12441355', ' 20478996', ' 24449765', ' 15632172']
P58340	[' 17854834', ' 22193965', ' 31675375', ' 15489334', ' 28545128', ' 23414517', ' 19023099', ' 22151054', ' 15861129', ' 17967869', '8570204', ' 17975119', ' 14506644', ' 23186163', ' 16169070', ' 27984043', ' 14702039', ' 28137643', ' 16189514', ' 16641997', ' 23271436', ' 27840155', ' 33006579', ' 20471513', ' 23403313', '12176995', ' 25036637', ' 32703400', ' 15116101']
Q9Y483	[' 21170310', ' 15489334', ' 23228662', ' 18974356', ' 32155117', ' 19571010', ' 19026781', ' 23186163', ' 16169070', ' 23455924', ' 20937877', ' 23431328', ' 16710414', ' 21900206', ' 23142980', ' 25923537', ' 31959557', ' 20123894', '12351676', ' 21988832', ' 30115703', ' 15099518', ' 23679895', ' 20974918', ' 26496610', ' 15231748', ' 28112733', ' 18669648', ' 20075857', ' 22323599', ' 28869966', '14702039', ' 16431907', ' 12435631']
Q05215	[' 28275114', ' 8483478', ' 22053691', '10203854', ' 22065583', ' 1658795', ' 21326363', ' 28464846', ' 10826704', ' 30556283', ' 2072895', ' 19828938', ' 16187211', ' 3127059', ' 11331872', ' 14702039', ' 7624335', ' 27220739', ' 22691714', ' 9858769', ' 11018254', '8504297', ' 2109185', ' 25411851', ' 15815621', ' 3672127', ' 20144677']
Q9H4S2	[' 33326746', ' 19460469', '11731616', '18951430', ' 15057823', ' 7518789']
